,Title,Console,Genre,Critic_Score,Total_Sales,NorthAmerica_Sales,Japan_Sales,EuropeAndAfrica_Sales,World_Sales,Release_Year
2524,Madden NFL 2001,N64,Sports,8.3,0.64,0.6,0.0,0.03,0.01,2000
2525,Sengoku Basara: Samurai Heroes,PS3,Action,6.1,0.64,0.17,0.4,0.04,0.02,2010
2526,Real Heroes: Firefighter,Wii,Action,7.4,0.64,0.56,0.0,0.04,0.05,2009
2527,NBA Live 06,XB,Sports,7.4,0.64,0.57,0.0,0.04,0.03,2005
2528,Dragon Ball: Raging Blast 2,X360,Fighting,6.0,0.64,0.49,0.01,0.09,0.05,2010
2529,X2: Wolverine's Revenge,PS2,Action,5.8,0.64,0.31,0.0,0.24,0.08,2003
2530,LittleBigPlanet 3,PS3,Platform,5.8,0.64,0.2,0.01,0.33,0.1,2014
2531,Lemony Snicket's A Series of Unfortunate Events,PS2,Platform,5.8,0.64,0.31,0.0,0.24,0.08,2004
2532,Jampack Volume 13 (RP-T),PS2,Misc,5.8,0.64,0.31,0.0,0.24,0.08,2005
2533,New Play Control! Pikmin,Wii,Strategy,7.7,0.64,0.28,0.19,0.13,0.04,2009
2534,Just Dance 2014,WiiU,Music,7.5,0.64,0.34,0.0,0.25,0.06,2013
2535,Max Payne 2: The Fall of Max Payne,XB,Shooter,8.6,0.64,0.47,0.0,0.15,0.02,2003
2536,GoldenEye: Rogue Agent,PS2,Shooter,8.6,0.64,0.54,0.0,0.02,0.09,2004
2537,Tom Clancy's Rainbow Six,N64,Shooter,8.6,0.64,0.48,0.0,0.15,0.01,1999
2538,Lost Planet: Extreme Condition,PS3,Shooter,6.3,0.64,0.31,0.07,0.17,0.08,2008
2539,Aliens: Colonial Marines,PS3,Shooter,6.3,0.64,0.2,0.0,0.33,0.1,2013
2540,Spyro: A Hero's Tail,PS2,Platform,6.3,0.64,0.32,0.0,0.25,0.08,2004
2541,Crash: Twinsanity,PS2,Platform,6.3,0.64,0.32,0.0,0.25,0.08,2004
2542,Rayman 3D,3DS,Platform,6.3,0.64,0.23,0.0,0.36,0.06,2011
2543,Up,DS,Adventure,6.3,0.64,0.3,0.0,0.27,0.07,2009
2544,Scribblenauts: Unlimited,3DS,Puzzle,6.3,0.64,0.57,0.0,0.01,0.07,2012
2545,Paws & Claws: Pet Vet,DS,Simulation,6.3,0.64,0.59,0.0,0.0,0.05,2007
2546,SpongeBob SquarePants: Game Boy Advance Video Volume 1,GBA,Misc,6.3,0.64,0.46,0.0,0.17,0.01,2004
2547,Konami Collector's Series: Arcade Advanced,GBA,Misc,8.0,0.64,0.46,0.0,0.17,0.01,2002
2548,Castlevania,N64,Platform,7.6,0.64,0.44,0.04,0.1,0.05,1999
2549,Crash Bandicoot Purple: Ripto's Rampage,GBA,Platform,6.7,0.64,0.46,0.0,0.17,0.01,2004
2550,TimeSplitters 2,XB,Shooter,6.7,0.64,0.29,0.0,0.33,0.01,2002
2551,Harry Potter and the Half-Blood Prince,PS2,Action,6.7,0.64,0.13,0.0,0.07,0.44,2009
2552,Batman: Return to Arkham,PS4,Action,6.7,0.64,0.15,0.01,0.39,0.1,2016
2553,The Walking Dead: Survival Instinct,X360,Shooter,6.7,0.64,0.46,0.0,0.11,0.06,2013
2554,Rayman 2: The Great Escape,N64,Platform,9.0,0.64,0.4,0.0,0.22,0.02,1999
2555,Onimusha: Dawn of Dreams,PS2,Action,9.0,0.64,0.15,0.34,0.12,0.04,2006
2556,Crash of the Titans,PSP,Action,6.3,0.64,0.25,0.0,0.25,0.15,2007
2557,Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,Misc,6.3,0.64,0.46,0.0,0.17,0.01,2004
2558,Rock Band 3,Wii,Misc,9.2,0.64,0.53,0.0,0.06,0.05,2010
2559,Stuntman: Ignition,X360,Racing,9.2,0.64,0.25,0.0,0.31,0.07,2007
2560,Cruis'n World,N64,Racing,9.2,0.64,0.59,0.0,0.04,0.01,1998
2561,James Bond 007: Everything or Nothing,XB,Shooter,9.2,0.64,0.43,0.0,0.19,0.02,2004
2562,Dead Island: Riptide,PS3,Action,6.6,0.64,0.26,0.07,0.21,0.1,2013
2563,The Lord of the Rings: Conquest,X360,Action,5.9,0.63,0.37,0.0,0.2,0.06,2009
2564,LEGO The Incredibles,NS,Action,6.5,0.63,0.35,0.01,0.21,0.06,2018
2565,Iron Man,PSP,Action,5.0,0.63,0.46,0.0,0.09,0.09,2008
2566,Sim Theme Park,PS,Strategy,8.5,0.63,0.35,0.0,0.24,0.04,1999
2567,Plants vs. Zombies: Garden Warfare 2,PS4,Shooter,8.5,0.63,0.22,0.0,0.31,0.1,2016
2568,Wolfenstein,PS3,Shooter,7.2,0.63,0.25,0.0,0.27,0.11,2009
2569,NieR,PS3,Role-Playing,6.6,0.63,0.17,0.2,0.19,0.07,2010
2570,Monster Hunter 2,PS2,Role-Playing,6.6,0.63,0.0,0.63,0.0,0.0,2006
2571,Final Fantasy VII International,PS,Role-Playing,6.6,0.63,0.0,0.59,0.0,0.04,1997
2572,Namco Museum,GC,Misc,5.3,0.63,0.48,0.0,0.13,0.02,2002
2573,Buzz Lightyear of Star Command,PS,Platform,5.3,0.63,0.35,0.0,0.24,0.04,2000
2574,X-Man,2600,Action,5.3,0.63,0.58,0.0,0.04,0.01,1983
2575,Transformers: Revenge of the Fallen,X360,Action,6.1,0.63,0.34,0.0,0.23,0.06,2009
2576,FIFA Soccer,PSV,Misc,6.1,0.63,0.16,0.02,0.35,0.09,2012
2577,Tony Hawk's Pro Skater 2x,XB,Sports,6.1,0.63,0.41,0.0,0.19,0.03,2001
2578,Cabela's Big Game Hunter (2008),Wii,Sports,6.1,0.63,0.58,0.0,0.0,0.05,2007
2579,Shin Megami Tensei: Persona 3 FES,PS2,Role-Playing,8.7,0.63,0.22,0.16,0.2,0.05,2008
2580,FIFA Soccer 2003,XB,Sports,8.7,0.63,0.2,0.0,0.4,0.04,2002
2581,XCOM: Enemy Unknown,X360,Sports,8.8,0.63,0.36,0.0,0.22,0.06,2012
2582,FIFA Soccer 2002,PS2,Sports,8.8,0.63,0.31,0.0,0.24,0.08,2001
2583,Assassin's Creed IV: Black Flag,PC,Action-Adventure,8.5,0.63,0.24,0.0,0.34,0.05,2013
2584,A Bug's Life,N64,Platform,6.1,0.63,0.49,0.0,0.13,0.01,1999
2585,Super Castlevania IV,SNES,Platform,6.1,0.63,0.32,0.25,0.05,0.01,1991
2586,Ape Escape 2,PS2,Platform,8.0,0.63,0.12,0.38,0.09,0.03,2003
2587,Mobile Suit Z Gundam: AEUG vs. Titans,PS2,Fighting,8.0,0.63,0.0,0.63,0.0,0.0,2003
2588,SingStar Queen,PS2,Misc,8.0,0.63,0.08,0.0,0.12,0.44,2009
2589,Just Dance 3,PS3,Misc,8.0,0.63,0.34,0.0,0.21,0.09,2011
2590,Disney Sing It: Party Hits,Wii,Misc,8.0,0.63,0.48,0.0,0.1,0.05,2010
2591,The Sims 3: Generations,PC,Simulation,6.5,0.63,0.4,0.0,0.23,0.0,2011
2592,Dogz,GBA,Simulation,4.1,0.63,0.45,0.0,0.17,0.01,2005
2593,Cooking Mama 4: Kitchen Magic!,3DS,Simulation,4.1,0.63,0.5,0.0,0.07,0.06,2011
2594,NASCAR 06: Total Team Control,PS2,Racing,4.1,0.63,0.53,0.0,0.02,0.09,2005
2595,NHL 2001,PS,Sports,4.1,0.63,0.35,0.0,0.24,0.04,2000
2596,Sega Rally Revo,PS3,Racing,4.1,0.63,0.07,0.0,0.43,0.14,2007
2597,Test Drive Unlimited 2,PS3,Racing,6.9,0.63,0.16,0.01,0.35,0.11,2011
2598,LEGO Pirates of the Caribbean: The Video Game,3DS,Action,7.0,0.63,0.29,0.0,0.28,0.06,2011
2599,Juiced 2: Hot Import Nights,X360,Racing,7.0,0.63,0.22,0.0,0.34,0.07,2007
2600,Nightmare Creatures,PS,Action,7.0,0.63,0.35,0.0,0.24,0.04,1997
2601,LEGO Star Wars II: The Original Trilogy,X360,Action,8.2,0.63,0.55,0.0,0.03,0.05,2006
2602,WWE 2K16,XOne,Sports,8.2,0.63,0.34,0.0,0.24,0.06,2015
2603,Condemned 2: Bloodshot,X360,Adventure,8.2,0.63,0.38,0.0,0.19,0.06,2008
2604,Tony Hawk's Project 8,PS3,Sports,7.9,0.63,0.3,0.01,0.23,0.1,2006
2605,NBA Live 08,PS3,Sports,7.9,0.63,0.56,0.01,0.02,0.05,2007
2606,X-Men Legends II: Rise of Apocalypse,PS2,Role-Playing,8.5,0.63,0.53,0.0,0.02,0.09,2005
2607,White Knight Chronicles II,PS3,Role-Playing,5.4,0.63,0.23,0.27,0.09,0.04,2011
2608,Dragon Age II,PC,Role-Playing,7.9,0.63,0.23,0.0,0.33,0.08,2011
2609,Warriors Orochi 3,PS3,Action,7.9,0.62,0.0,0.57,0.04,0.01,2012
2610,Disney Universe,PS3,Action,7.4,0.62,0.3,0.0,0.23,0.09,2011
2611,NHL 15,PS4,Sports,7.4,0.62,0.32,0.0,0.19,0.11,2014
2612,NFL Quarterback Club 99,N64,Sports,7.4,0.62,0.59,0.0,0.02,0.0,1998
2613,Tiger Woods PGA Tour 12: The Masters,X360,Sports,7.4,0.62,0.4,0.0,0.16,0.05,2011
2614,NBA ShootOut '97,PS,Sports,7.4,0.62,0.35,0.0,0.24,0.04,1997
2615,Madden NFL 07,GC,Sports,8.5,0.62,0.48,0.0,0.13,0.02,2006
2616,Tiger Woods PGA Tour 2004,XB,Sports,8.5,0.62,0.47,0.0,0.13,0.02,2003
2617,Bass Landing,PS,Sports,8.5,0.62,0.21,0.23,0.14,0.04,2000
2618,Viewtiful Joe,GC,Action,9.4,0.62,0.38,0.12,0.1,0.02,2003
2619,Halloween,2600,Action,9.4,0.62,0.58,0.0,0.03,0.01,1983
2620,Wall-E,X360,Platform,5.3,0.62,0.29,0.0,0.26,0.07,2008
2621,Bolt,DS,Adventure,5.3,0.62,0.35,0.0,0.21,0.06,2008
2622,Tomb Raider III: Adventures of Lara Croft,PC,Adventure,7.3,0.62,0.59,0.0,0.03,0.0,1998
2623,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,Adventure,7.9,0.62,0.3,0.25,0.03,0.03,2007
2624,Donkey Kong Barrel Blast,Wii,Racing,4.8,0.62,0.19,0.11,0.26,0.06,2007
2625,Beetle Adventure Racing!,N64,Racing,9.2,0.62,0.4,0.0,0.2,0.02,1999
2626,F1 2017,PS4,Racing,8.0,0.62,0.04,0.02,0.47,0.09,2017
2627,Tak 2: The Staff of Dreams,PS2,Platform,8.0,0.62,0.3,0.0,0.24,0.08,2004
2628,Disney's 102 Dalmatians: Puppies to the Rescue,PS,Platform,8.0,0.62,0.34,0.0,0.23,0.04,2000
2629,The Urbz: Sims in the City,GBA,Simulation,8.0,0.62,0.37,0.0,0.22,0.03,2004
2630,LEGO The Hobbit,PS4,Action-Adventure,8.0,0.62,0.14,0.0,0.39,0.1,2014
2631,WWF in Your House,PS,Fighting,8.0,0.62,0.35,0.0,0.24,0.04,1996
2632,Start the Party!,PS3,Misc,6.1,0.62,0.07,0.0,0.41,0.13,2010
2633,Pac-Man Player's Choice Bundle,GC,Misc,6.1,0.62,0.48,0.0,0.12,0.02,2003
2634,The Black Eyed Peas Experience,Wii,Misc,6.1,0.62,0.37,0.0,0.19,0.06,2011
2635,Mario's Picross,GB,Puzzle,6.1,0.62,0.0,0.62,0.0,0.0,1995
2636,SpongeBob's Atlantis SquarePantis,Wii,Adventure,6.1,0.62,0.56,0.0,0.0,0.05,2007
2637,NBA 2K9,PS3,Sports,8.3,0.62,0.56,0.0,0.0,0.05,2008
2638,Kinect Sports Rivals,XOne,Sports,8.3,0.62,0.3,0.02,0.25,0.05,2014
2639,Tony Hawk's American Wasteland,XB,Sports,8.3,0.62,0.4,0.0,0.2,0.03,2005
2640,Jak and Daxter: The Lost Frontier,PSP,Platform,7.5,0.62,0.18,0.0,0.28,0.16,2009
2641,Ghostbusters: The Video Game,X360,Action,7.7,0.62,0.43,0.0,0.14,0.06,2009
2642,Shellshock: Nam 67,PS2,Shooter,7.7,0.62,0.3,0.0,0.24,0.08,2004
2643,Wet,PS3,Shooter,6.9,0.62,0.22,0.01,0.27,0.11,2009
2644,The Princess and the Frog,DS,Platform,6.9,0.62,0.41,0.0,0.16,0.06,2009
2645,Family Feud: 2010 Edition,Wii,Misc,6.9,0.62,0.58,0.0,0.0,0.04,2009
2646,Guitar Hero: Metallica,PS3,Misc,6.9,0.62,0.28,0.0,0.24,0.1,2009
2647,DJ Hero 2,Wii,Misc,8.7,0.62,0.48,0.0,0.09,0.04,2010
2648,Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!,3DS,Misc,8.7,0.62,0.0,0.62,0.0,0.0,2012
2649,Pac-Man Party,Wii,Misc,8.7,0.62,0.47,0.01,0.08,0.05,2010
2650,Fighters MEGAMiX,SAT,Fighting,8.7,0.62,0.0,0.62,0.0,0.0,1997
2651,Dragon Ball Z: Ultimate Tenkaichi,PS3,Fighting,5.0,0.62,0.27,0.09,0.18,0.07,2011
2652,Wild ARMs 3,PS2,Role-Playing,7.6,0.62,0.16,0.29,0.13,0.04,2002
2653,World of Final Fantasy,PS4,Role-Playing,6.7,0.62,0.24,0.09,0.21,0.09,2016
2654,South Park: The Fractured But Whole,XOne,Role-Playing,6.7,0.62,0.4,0.0,0.17,0.06,2017
2655,Bahamut Lagoon,SNES,Role-Playing,6.7,0.62,0.0,0.62,0.0,0.0,1996
2656,Dragon Quest Monsters: Joker 2 Professional,DS,Role-Playing,6.7,0.62,0.0,0.62,0.0,0.0,2011
2657,Virtua Cop,SAT,Shooter,6.7,0.62,0.0,0.62,0.0,0.0,1995
2658,Battlezone,2600,Shooter,6.7,0.62,0.58,0.0,0.03,0.01,1983
2659,Nobunaga no Yabou: Haouden,SNES,Strategy,6.7,0.62,0.3,0.32,0.0,0.0,1993
2660,Battle of Giants: Dragons,DS,Strategy,6.7,0.62,0.3,0.0,0.25,0.06,2009
2661,Super Robot Taisen α Gaiden,PS,Strategy,6.7,0.62,0.0,0.58,0.0,0.04,2001
2662,Prince of Persia: The Forgotten Sands,X360,Action,7.5,0.62,0.3,0.0,0.26,0.06,2010
2663,Harry Potter and the Half-Blood Prince,DS,Action,7.5,0.62,0.2,0.0,0.34,0.07,2009
2664,Strike Force Bowling,PS2,Sports,7.5,0.62,0.3,0.0,0.24,0.08,2004
2665,Metal Gear Solid 2: Substance,XB,Action,8.7,0.62,0.38,0.0,0.22,0.03,2002
2666,Spider-Man: Mysterio's Menace,GBA,Action,8.7,0.61,0.43,0.0,0.16,0.01,2001
2667,Samurai Warriors 2,PS2,Action,5.6,0.61,0.02,0.57,0.02,0.01,2006
2668,Tomb Raider Chronicles,PS,Action,5.6,0.61,0.34,0.0,0.23,0.04,2000
2669,Tony Hawk: RIDE,PS3,Sports,4.5,0.61,0.38,0.0,0.15,0.08,2009
2670,Advance Wars: Days of Ruin,DS,Strategy,8.4,0.61,0.43,0.0,0.13,0.05,2008
2671,New Play Control! Pikmin 2,Wii,Strategy,8.7,0.61,0.11,0.34,0.13,0.02,2012
2672,Just Dance 2015,X360,Music,8.7,0.61,0.42,0.0,0.13,0.06,2014
2673,Half-Life 2,XB,Shooter,8.9,0.61,0.37,0.0,0.21,0.03,2005
2674,Metroid Prime: Trilogy,Wii,Shooter,9.0,0.61,0.42,0.0,0.05,0.14,2009
2675,Vanquish,PS3,Shooter,8.5,0.61,0.21,0.11,0.22,0.08,2010
2676,Robotech: Battlecry,PS2,Shooter,8.5,0.61,0.3,0.0,0.23,0.08,2002
2677,Time Crisis 3,PS2,Shooter,8.5,0.61,0.3,0.0,0.23,0.08,2003
2678,Duke Nukem: Total Meltdown,PS,Shooter,8.5,0.61,0.34,0.0,0.23,0.04,1997
2679,Madden NFL 2003,GBA,Sports,8.5,0.61,0.44,0.0,0.16,0.01,2002
2680,SingStar Singalong With Disney,PS2,Misc,8.5,0.61,0.0,0.0,0.04,0.57,2008
2681,Texas Hold 'Em Poker,GBA,Misc,8.5,0.61,0.44,0.0,0.16,0.01,2004
2682,Ganbaru Watashi no Kakei Diary,DS,Misc,8.5,0.61,0.0,0.61,0.0,0.0,2007
2683,Game & Watch Gallery 4,GBA,Misc,6.4,0.61,0.43,0.0,0.16,0.01,2002
2684,EA Sports UFC 2,XOne,Sports,6.4,0.61,0.36,0.0,0.19,0.06,2016
2685,Madden NFL 2002,GC,Sports,8.6,0.61,0.47,0.0,0.12,0.02,2001
2686,Madden NFL 2000,N64,Sports,8.6,0.61,0.58,0.0,0.02,0.0,1999
2687,World of Zoo,Wii,Simulation,8.6,0.61,0.4,0.0,0.15,0.05,2009
2688,MySims Racing,DS,Racing,8.6,0.61,0.25,0.0,0.29,0.07,2009
2689,Formula 1: Championship Edition,PS3,Racing,8.6,0.61,0.0,0.04,0.57,0.0,2007
2690,Wipeout: The Game,DS,Misc,8.6,0.61,0.56,0.0,0.0,0.04,2010
2691,Cabela's Monster Buck Hunter,Wii,Sports,8.6,0.61,0.57,0.0,0.0,0.04,2010
2692,Dora the Explorer: Super Spies,GBA,Platform,8.6,0.61,0.44,0.0,0.16,0.01,2004
2693,Skylanders SWAP Force,WiiU,Platform,8.6,0.61,0.39,0.0,0.16,0.06,2013
2694,Rayman Legends,PS3,Platform,8.6,0.61,0.14,0.0,0.38,0.09,2013
2695,Petz: Dogz Pack,DS,Simulation,8.6,0.61,0.56,0.0,0.0,0.05,2008
2696,2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,Misc,8.6,0.61,0.44,0.0,0.16,0.01,2005
2697,Dynasty Warriors 8,PS3,Misc,8.6,0.61,0.12,0.34,0.11,0.05,2013
2698,New Carnival Games,Wii,Misc,8.6,0.61,0.34,0.0,0.21,0.06,2010
2699,WWE SmackDown vs. Raw 2010,PSP,Fighting,8.6,0.61,0.25,0.0,0.23,0.14,2009
2700,Dragon Age: Inquisition,PS3,Role-Playing,8.6,0.61,0.27,0.06,0.18,0.09,2014
2701,NFL Fever 2003,XB,Sports,8.6,0.61,0.46,0.0,0.13,0.02,2002
2702,WWE 2K15,XOne,Sports,8.6,0.61,0.32,0.0,0.23,0.05,2014
2703,Sacred 2: Fallen Angel,PS3,Role-Playing,7.1,0.61,0.22,0.08,0.23,0.09,2009
2704,Final Fantasy IV Advance,GBA,Role-Playing,8.6,0.61,0.27,0.22,0.1,0.01,2005
2705,Small Soldiers,PS,Adventure,8.6,0.61,0.34,0.0,0.23,0.04,1998
2706,Harry Potter and the Goblet of Fire,GBA,Adventure,6.0,0.61,0.44,0.0,0.16,0.01,2005
2707,Knowledge is Power,PS4,Party,6.0,0.61,0.05,0.0,0.47,0.09,2017
2708,Major League Baseball 2K8,X360,Sports,6.0,0.61,0.56,0.0,0.0,0.05,2008
2709,Pro Evolution Soccer 2011,X360,Sports,6.0,0.61,0.09,0.0,0.44,0.07,2010
2710,Major League Baseball 2K9,X360,Sports,6.0,0.61,0.56,0.0,0.0,0.05,2009
2711,Tony Hawk: RIDE,X360,Sports,4.4,0.61,0.46,0.0,0.1,0.05,2009
2712,James Cameron's Avatar: The Game,PSP,Action,3.9,0.61,0.22,0.0,0.25,0.14,2009
2713,Dragon Ball Z: Buu's Fury,GBA,Action,5.9,0.61,0.44,0.0,0.16,0.01,2004
2714,Littlest Pet Shop: Garden,DS,Simulation,5.9,0.6,0.31,0.0,0.23,0.06,2008
2715,BeatMania Append 3rdMix,PS,Simulation,5.9,0.6,0.0,0.56,0.0,0.04,1998
2716,SimCity DS,DS,Simulation,5.9,0.6,0.33,0.21,0.03,0.03,2007
2717,Littlest Pet Shop: Jungle,DS,Simulation,5.9,0.6,0.34,0.0,0.2,0.06,2008
2718,Puyo Puyo Sun,SAT,Puzzle,5.9,0.6,0.0,0.6,0.0,0.0,1997
2719,Backyard Wrestling: Don't Try This at Home,PS2,Fighting,6.0,0.6,0.3,0.0,0.23,0.08,2003
2720,Fight Night Round 2,XB,Fighting,6.0,0.6,0.42,0.0,0.16,0.02,2005
2721,Fighters Uncaged,X360,Fighting,3.2,0.6,0.31,0.0,0.23,0.06,2010
2722,From TV Animation One Piece: Grand Battle 2,PS,Fighting,3.2,0.6,0.0,0.56,0.0,0.04,2002
2723,Gravity Rush,PSV,Action-Adventure,3.2,0.6,0.21,0.09,0.2,0.1,2012
2724,L.A. Noire,PS4,Adventure,3.2,0.6,0.18,0.0,0.32,0.1,2017
2725,The Golden Compass,DS,Adventure,3.2,0.6,0.28,0.0,0.25,0.06,2007
2726,The Golden Compass,Wii,Adventure,3.2,0.6,0.26,0.0,0.28,0.07,2007
2727,Xena: Warrior Princess,PS,Adventure,3.2,0.6,0.33,0.0,0.23,0.04,1999
2728,Rayman Arena,PS2,Racing,6.7,0.6,0.29,0.0,0.23,0.08,2002
2729,New Play Control! Donkey Kong Jungle Beat,Wii,Platform,6.7,0.6,0.23,0.14,0.17,0.05,2009
2730,Disney TH!NK Fast: The Ultimate Trivia Showdown,Wii,Misc,6.7,0.6,0.37,0.01,0.16,0.06,2008
2731,Secret Agent Clank,PS2,Platform,7.0,0.6,0.13,0.0,0.18,0.29,2009
2732,Split/Second,X360,Racing,8.4,0.6,0.32,0.0,0.23,0.06,2010
2733,Mickey's Speedway USA,N64,Racing,8.4,0.6,0.37,0.14,0.08,0.01,2000
2734,NASCAR Heat 2002,PS2,Racing,8.4,0.6,0.29,0.0,0.23,0.08,2001
2735,PGR3 - Project Gotham Racing 3,X360,Racing,8.8,0.6,0.49,0.03,0.03,0.05,2005
2736,Just Dance 2016,WiiU,Music,8.8,0.6,0.29,0.0,0.25,0.05,2015
2737,MonHun Nikki: Poka Poka Ailu Mura,PSP,Role-Playing,8.8,0.6,0.0,0.6,0.0,0.0,2010
2738,Suikoden,PS,Role-Playing,8.2,0.6,0.21,0.21,0.14,0.04,1996
2739,Major League Baseball 2K7,PS2,Sports,8.2,0.6,0.29,0.0,0.23,0.08,2007
2740,Jaws Unleashed,PS2,Action,8.2,0.6,0.5,0.0,0.02,0.08,2006
2741,International Superstar Soccer '98,N64,Action,8.2,0.6,0.06,0.21,0.3,0.03,1998
2742,Transformers: The Game,X360,Action,5.2,0.6,0.51,0.0,0.04,0.05,2007
2743,Dai-2-Ji Super Robot Taisen α,PS2,Strategy,5.2,0.6,0.0,0.6,0.0,0.0,2003
2744,Wave Race: Blue Storm,GC,Racing,8.4,0.6,0.4,0.09,0.1,0.02,2001
2745,International Superstar Soccer 64,N64,Sports,8.4,0.6,0.09,0.23,0.26,0.02,1997
2746,NHL 17,XOne,Sports,8.4,0.6,0.52,0.0,0.01,0.06,2016
2747,Monster Trucks,GBA,Racing,8.4,0.6,0.43,0.0,0.16,0.01,2004
2748,Tony Hawk's Underground,GBA,Sports,8.4,0.6,0.43,0.0,0.16,0.01,2003
2749,NBA 2K8,PS2,Sports,8.4,0.6,0.5,0.0,0.02,0.08,2007
2750,NBA 2K7,X360,Sports,8.4,0.6,0.55,0.0,0.0,0.05,2006
2751,Ben 10: Alien Force,PSP,Action,5.2,0.6,0.36,0.0,0.14,0.11,2008
2752,Call of Juarez: Bound in Blood,X360,Shooter,7.6,0.6,0.3,0.0,0.24,0.06,2009
2753,Half-Life,PS2,Shooter,8.4,0.6,0.29,0.0,0.23,0.08,2001
2754,Beijing 2008,X360,Sports,8.4,0.59,0.15,0.0,0.38,0.06,2008
2755,Kirby's Dream Course,SNES,Sports,8.4,0.59,0.0,0.59,0.0,0.0,1995
2756,CyberTiger,PS,Sports,8.4,0.59,0.33,0.0,0.22,0.04,1999
2757,Waialae Country Club: True Golf Classics,N64,Sports,8.4,0.59,0.48,0.0,0.11,0.0,1998
2758,Medal of Honor: Frontline,GC,Shooter,8.0,0.59,0.46,0.0,0.12,0.02,2002
2759,Dead Space,PC,Shooter,8.8,0.59,0.0,0.0,0.54,0.06,2008
2760,Ready 2 Rumble Boxing,N64,Sports,7.8,0.59,0.47,0.0,0.11,0.01,1999
2761,Pro Evolution Soccer 2015,PS3,Sports,7.8,0.59,0.1,0.23,0.2,0.06,2014
2762,Backyard NBA Basketball,PS2,Sports,7.8,0.59,0.29,0.0,0.22,0.07,2003
2763,Iron Man,Wii,Action,7.8,0.59,0.3,0.0,0.22,0.06,2008
2764,NHL 11,PS3,Sports,8.8,0.59,0.4,0.0,0.13,0.07,2010
2765,NFL Blitz 2001,PS,Sports,8.8,0.59,0.33,0.0,0.22,0.04,2000
2766,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,PS,Sports,8.8,0.59,0.0,0.55,0.0,0.04,1998
2767,Extreme-G,N64,Racing,8.8,0.59,0.47,0.0,0.11,0.01,1997
2768,Final Fantasy Explorers,3DS,Role-Playing,7.3,0.59,0.17,0.29,0.1,0.03,2016
2769,XCOM: Enemy Unknown,PS3,Strategy,9.1,0.59,0.25,0.0,0.24,0.1,2012
2770,Smurf: Rescue In Gargamel's Castle,2600,Action,9.1,0.59,0.55,0.0,0.03,0.01,1982
2771,Assassin's Creed: Brotherhood,PC,Action,8.7,0.59,0.16,0.0,0.34,0.09,2011
2772,Barbie: Race & Ride,PS,Action,8.7,0.59,0.33,0.0,0.22,0.04,1999
2773,Naruto: The Broken Bond,X360,Action,7.6,0.59,0.24,0.0,0.28,0.06,2008
2774,Monopoly,X360,Misc,7.6,0.59,0.34,0.0,0.2,0.06,2008
2775,Jampack Fall 2001,PS,Misc,7.6,0.59,0.33,0.0,0.22,0.04,2001
2776,Hot Wheels: Stunt Track Challenge,PS2,Racing,7.6,0.59,0.29,0.0,0.23,0.08,2004
2777,Asphalt: Urban GT,DS,Racing,5.0,0.59,0.31,0.0,0.22,0.06,2004
2778,Blur,X360,Racing,8.3,0.59,0.25,0.0,0.27,0.06,2010
2779,Transformers: War for Cybertron,X360,Action,7.3,0.59,0.39,0.0,0.15,0.05,2010
2780,Rock Band 2,PS2,Misc,7.9,0.59,0.29,0.0,0.23,0.08,2008
2781,Spelling Challenges and more!,DS,Misc,7.9,0.59,0.54,0.0,0.0,0.04,2007
2782,Disney Sing It! High School Musical 3: Senior Year,Wii,Misc,7.9,0.59,0.32,0.0,0.23,0.04,2009
2783,Crash Bandicoot: The Wrath of Cortex,GC,Platform,6.0,0.59,0.46,0.0,0.12,0.02,2002
2784,Mega Man Anniversary Collection,PS2,Platform,6.0,0.59,0.29,0.0,0.22,0.08,2004
2785,Rayman Origins,PSV,Platform,6.0,0.59,0.12,0.0,0.37,0.1,2012
2786,Call of Duty: Black Ops,DS,Shooter,7.0,0.59,0.5,0.0,0.04,0.04,2010
2787,Killzone 2: DLC Bundle Pack,PSN,Shooter,7.0,0.59,0.23,0.23,0.1,0.03,2015
2788,The Fight: Lights Out,PS3,Fighting,4.7,0.59,0.29,0.0,0.21,0.09,2010
2789,Disney Sing It: Family Hits,Wii,Misc,4.7,0.59,0.38,0.0,0.17,0.05,2010
2790,WarioWare D.I.Y.,DS,Misc,8.3,0.59,0.17,0.2,0.18,0.04,2010
2791,Jeopardy!,Wii,Misc,8.3,0.59,0.55,0.0,0.0,0.04,2010
2792,Harvest Moon: Friends of Mineral Town,GBA,Simulation,7.6,0.59,0.34,0.11,0.13,0.01,2003
2793,Alice: Madness Returns,PS3,Adventure,6.7,0.59,0.22,0.04,0.24,0.08,2011
2794,Silent Hill: Shattered Memories,PS2,Adventure,8.0,0.59,0.13,0.01,0.22,0.23,2010
2795,Hidden Agenda,PS4,Adventure,8.0,0.59,0.08,0.0,0.42,0.09,2017
2796,SoulCalibur V,X360,Fighting,8.0,0.59,0.39,0.02,0.13,0.05,2012
2797,Metal Gear Solid V: Ground Zeroes,PS3,Action-Adventure,8.5,0.59,0.13,0.28,0.13,0.05,2014
