Campaign_ID,Conversion_Rate,ROI,Location,Language,Engagement_Score_Segment
50720,0.03,2.32,Chicago,English,Greater than or equal to 7
50722,0.14,2.61,Chicago,French,Greater than or equal to 7
50724,0.02,4.89,Houston,French,Greater than or equal to 7
50732,0.09,6.49,Miami,Mandarin,Greater than or equal to 7
50735,0.02,5.16,Houston,Spanish,Greater than or equal to 7
50736,0.02,7.4,Los Angeles,English,Greater than or equal to 7
50741,0.12,4.94,Chicago,English,Greater than or equal to 7
50743,0.12,6.81,Houston,German,Greater than or equal to 7
50744,0.06,6.47,Houston,German,Greater than or equal to 7
50745,0.14,5.72,Houston,Mandarin,Greater than or equal to 7
50748,0.15,6.43,Los Angeles,French,Greater than or equal to 7
50752,0.06,3.91,Los Angeles,German,Greater than or equal to 7
50755,0.13,5.15,Miami,Spanish,Greater than or equal to 7
50756,0.1,4.07,Los Angeles,French,Greater than or equal to 7
50759,0.15,7.15,Chicago,English,Greater than or equal to 7
50768,0.06,7.15,Miami,English,Greater than or equal to 7
50770,0.11,7.68,Chicago,German,Greater than or equal to 7
50771,0.12,2.23,Houston,German,Greater than or equal to 7
50773,0.02,4.88,Los Angeles,French,Greater than or equal to 7
50774,0.03,6.05,Miami,English,Greater than or equal to 7
50776,0.01,3.28,Los Angeles,Spanish,Greater than or equal to 7
50777,0.04,6.15,Miami,Mandarin,Greater than or equal to 7
50778,0.05,7.21,New York,German,Greater than or equal to 7
50779,0.05,3.98,Chicago,French,Greater than or equal to 7
50784,0.1,2.07,Houston,English,Greater than or equal to 7
50785,0.02,5.15,Miami,French,Greater than or equal to 7
50789,0.1,2.17,Houston,French,Greater than or equal to 7
50790,0.03,7.01,New York,German,Greater than or equal to 7
50791,0.06,3.26,Houston,Mandarin,Greater than or equal to 7
50797,0.09,3.08,New York,Spanish,Greater than or equal to 7
50800,0.05,6.27,Miami,German,Greater than or equal to 7
50801,0.1,6.28,New York,French,Greater than or equal to 7
50804,0.03,4.33,Miami,German,Greater than or equal to 7
50805,0.08,5.75,Houston,French,Greater than or equal to 7
50806,0.03,5.61,New York,French,Greater than or equal to 7
50809,0.11,6.15,Chicago,German,Greater than or equal to 7
50810,0.08,6.41,New York,French,Greater than or equal to 7
50816,0.09,7.31,Miami,English,Greater than or equal to 7
50821,0.03,6.59,Houston,French,Greater than or equal to 7
50824,0.01,7.94,New York,French,Greater than or equal to 7
50825,0.09,5.19,Chicago,French,Greater than or equal to 7
50826,0.06,3.25,New York,English,Greater than or equal to 7
50834,0.12,7.38,Chicago,Mandarin,Greater than or equal to 7
50835,0.02,3.87,Los Angeles,French,Greater than or equal to 7
50848,0.05,7.34,Houston,English,Greater than or equal to 7
50850,0.09,7.99,Miami,Mandarin,Greater than or equal to 7
50851,0.11,7.43,Houston,French,Greater than or equal to 7
50853,0.07,3.55,New York,German,Greater than or equal to 7
50858,0.12,5.34,Chicago,Mandarin,Greater than or equal to 7
50859,0.08,4.45,Miami,Spanish,Greater than or equal to 7
50860,0.13,5.1,Los Angeles,German,Greater than or equal to 7
50861,0.01,4.85,Los Angeles,French,Greater than or equal to 7
50864,0.02,6.88,Miami,Mandarin,Greater than or equal to 7
50865,0.08,2.12,New York,German,Greater than or equal to 7
50866,0.12,4.9,Los Angeles,English,Greater than or equal to 7
50867,0.1,5.85,Chicago,French,Greater than or equal to 7
50870,0.05,2.65,Los Angeles,English,Greater than or equal to 7
50882,0.15,7.05,Los Angeles,French,Greater than or equal to 7
50883,0.1,4.96,Houston,Mandarin,Greater than or equal to 7
50885,0.06,7.93,Miami,German,Greater than or equal to 7
50886,0.07,3.2,Los Angeles,English,Greater than or equal to 7
50887,0.02,3.42,Los Angeles,Spanish,Greater than or equal to 7
50895,0.09,7.81,New York,German,Greater than or equal to 7
50896,0.04,7,Houston,French,Greater than or equal to 7
50897,0.03,4,Chicago,English,Greater than or equal to 7
50900,0.01,5.49,Los Angeles,English,Greater than or equal to 7
50901,0.09,2.49,Houston,English,Greater than or equal to 7
50902,0.08,7.33,Houston,Spanish,Greater than or equal to 7
50908,0.04,5.11,New York,French,Greater than or equal to 7
50911,0.07,2.24,Miami,French,Greater than or equal to 7
50920,0.05,2.91,Los Angeles,German,Greater than or equal to 7
50925,0.12,5.45,New York,English,Greater than or equal to 7
50928,0.11,3.9,New York,German,Greater than or equal to 7
50931,0.03,6.89,Houston,French,Greater than or equal to 7
50935,0.07,4.98,Houston,English,Greater than or equal to 7
50938,0.13,4.88,Los Angeles,Spanish,Greater than or equal to 7
50948,0.1,3.61,Los Angeles,French,Greater than or equal to 7
50956,0.11,2.07,New York,English,Greater than or equal to 7
50959,0.01,4.51,New York,Spanish,Greater than or equal to 7
50960,0.04,7.89,Los Angeles,German,Greater than or equal to 7
50961,0.05,5.86,Miami,Mandarin,Greater than or equal to 7
50964,0.09,5.73,New York,English,Greater than or equal to 7
50970,0.07,7.24,New York,English,Greater than or equal to 7
50979,0.08,5.71,New York,German,Greater than or equal to 7
50982,0.14,5.77,New York,Spanish,Greater than or equal to 7
50983,0.07,7.58,New York,French,Greater than or equal to 7
50985,0.07,4.19,Chicago,Spanish,Greater than or equal to 7
50987,0.05,6.25,Los Angeles,German,Greater than or equal to 7
50989,0.14,7.27,Chicago,English,Greater than or equal to 7
50992,0.1,2.23,New York,German,Greater than or equal to 7
50995,0.08,4.77,Houston,Spanish,Greater than or equal to 7
50996,0.05,4.69,Houston,Spanish,Greater than or equal to 7
50998,0.13,6.82,Miami,Mandarin,Greater than or equal to 7
50999,0.05,5.36,New York,English,Greater than or equal to 7
51000,0.03,3.9,Houston,French,Greater than or equal to 7
51003,0.04,7.39,Chicago,German,Greater than or equal to 7
51010,0.12,5.61,Miami,Spanish,Greater than or equal to 7
51012,0.05,5.61,Chicago,German,Greater than or equal to 7
51014,0.08,5.45,Miami,French,Greater than or equal to 7
51015,0.1,7.88,New York,English,Greater than or equal to 7
51016,0.03,4.35,Houston,French,Greater than or equal to 7
51021,0.06,7.4,Chicago,English,Greater than or equal to 7
51024,0.1,7.26,Houston,French,Greater than or equal to 7
51025,0.04,4.37,Los Angeles,English,Greater than or equal to 7
51026,0.04,4.73,Los Angeles,English,Greater than or equal to 7
51027,0.13,7.39,Miami,Spanish,Greater than or equal to 7
51029,0.06,4.51,Los Angeles,Spanish,Greater than or equal to 7
51030,0.03,3.29,Chicago,French,Greater than or equal to 7
51031,0.13,2.21,Chicago,English,Greater than or equal to 7
51035,0.08,2.36,Miami,French,Greater than or equal to 7
51037,0.05,4.96,Chicago,German,Greater than or equal to 7
51047,0.09,5.63,New York,English,Greater than or equal to 7
51049,0.1,5.32,Chicago,German,Greater than or equal to 7
51051,0.09,4.28,Houston,Mandarin,Greater than or equal to 7
51052,0.12,3.53,Miami,French,Greater than or equal to 7
51054,0.1,5.56,Houston,English,Greater than or equal to 7
51059,0.03,3.3,Miami,Mandarin,Greater than or equal to 7
51064,0.04,3.7,Miami,German,Greater than or equal to 7
51067,0.13,2.47,Chicago,French,Greater than or equal to 7
51069,0.09,3.63,New York,Mandarin,Greater than or equal to 7
51072,0.12,3.79,Los Angeles,French,Greater than or equal to 7
51074,0.14,3.8,Los Angeles,Spanish,Greater than or equal to 7
51075,0.08,4.83,New York,Mandarin,Greater than or equal to 7
51076,0.09,6.4,Los Angeles,English,Greater than or equal to 7
51080,0.04,7.99,New York,German,Greater than or equal to 7
51081,0.12,4.6,Los Angeles,French,Greater than or equal to 7
51088,0.14,5.5,Miami,Mandarin,Greater than or equal to 7
51089,0.11,4.4,Houston,German,Greater than or equal to 7
51090,0.06,7.65,New York,Mandarin,Greater than or equal to 7
51093,0.13,7.36,New York,Mandarin,Greater than or equal to 7
51095,0.13,7.78,Chicago,German,Greater than or equal to 7
51097,0.06,5.74,Miami,English,Greater than or equal to 7
51101,0.06,5.3,Los Angeles,French,Greater than or equal to 7
51102,0.02,4.59,Miami,English,Greater than or equal to 7
51105,0.06,2.77,New York,German,Greater than or equal to 7
51107,0.02,7.58,Houston,German,Greater than or equal to 7
51108,0.07,6.83,New York,English,Greater than or equal to 7
51110,0.14,7.45,Chicago,English,Greater than or equal to 7
51112,0.08,4.65,New York,English,Greater than or equal to 7
51116,0.1,3.6,Chicago,German,Greater than or equal to 7
51117,0.12,7.21,New York,Spanish,Greater than or equal to 7
51119,0.1,5.56,New York,French,Greater than or equal to 7
51120,0.11,7.58,Houston,Spanish,Greater than or equal to 7
51122,0.04,2.02,Los Angeles,English,Greater than or equal to 7
51123,0.09,2.48,Los Angeles,Spanish,Greater than or equal to 7
51126,0.07,5.76,Houston,Spanish,Greater than or equal to 7
51128,0.04,2.42,Houston,French,Greater than or equal to 7
51130,0.15,5.9,Los Angeles,English,Greater than or equal to 7
51131,0.09,3.14,Miami,German,Greater than or equal to 7
51132,0.02,6.38,Miami,Mandarin,Greater than or equal to 7
51133,0.14,4.85,Miami,French,Greater than or equal to 7
51138,0.09,4.38,New York,German,Greater than or equal to 7
51143,0.13,3.84,Los Angeles,Mandarin,Greater than or equal to 7
51144,0.05,3,Los Angeles,German,Greater than or equal to 7
51149,0.14,4.29,New York,Mandarin,Greater than or equal to 7
51151,0.13,5.71,Miami,German,Greater than or equal to 7
51155,0.02,8,Los Angeles,English,Greater than or equal to 7
51156,0.1,4.31,Los Angeles,Spanish,Greater than or equal to 7
51157,0.08,4.88,Chicago,Mandarin,Greater than or equal to 7
51159,0.06,7.43,Chicago,Mandarin,Greater than or equal to 7
51164,0.02,7.59,Houston,Spanish,Greater than or equal to 7
51165,0.02,3.92,Chicago,English,Greater than or equal to 7
51167,0.14,5.86,Houston,English,Greater than or equal to 7
51169,0.1,3.77,New York,Mandarin,Greater than or equal to 7
51170,0.01,5.48,Houston,English,Greater than or equal to 7
51171,0.03,2.14,Miami,German,Greater than or equal to 7
51172,0.09,3.49,Los Angeles,Mandarin,Greater than or equal to 7
51175,0.15,6.99,Miami,French,Greater than or equal to 7
51176,0.06,7.96,Miami,French,Greater than or equal to 7
51181,0.04,4.86,Miami,German,Greater than or equal to 7
51183,0.05,6.55,Los Angeles,German,Greater than or equal to 7
51184,0.11,6.15,Houston,German,Greater than or equal to 7
51190,0.07,4.38,New York,English,Greater than or equal to 7
51192,0.02,6.9,Miami,Mandarin,Greater than or equal to 7
51196,0.14,7.62,Miami,French,Greater than or equal to 7
51198,0.05,3.2,New York,German,Greater than or equal to 7
51208,0.05,6.35,Miami,French,Greater than or equal to 7
51209,0.01,6.11,Houston,English,Greater than or equal to 7
51210,0.02,4.22,New York,German,Greater than or equal to 7
51211,0.1,7.99,Chicago,French,Greater than or equal to 7
51212,0.03,6.68,Los Angeles,French,Greater than or equal to 7
51214,0.06,3.43,New York,English,Greater than or equal to 7
51217,0.1,4.54,Chicago,Mandarin,Greater than or equal to 7
51218,0.05,6.98,Houston,German,Greater than or equal to 7
51219,0.01,6.91,Chicago,English,Greater than or equal to 7
51220,0.05,5.03,New York,English,Greater than or equal to 7
51224,0.12,2.1,Los Angeles,English,Greater than or equal to 7
51229,0.06,2.36,Los Angeles,German,Greater than or equal to 7
51231,0.02,3.35,Los Angeles,French,Greater than or equal to 7
51236,0.12,3.77,Houston,English,Greater than or equal to 7
51238,0.1,6.18,Houston,Mandarin,Greater than or equal to 7
51243,0.06,7.24,New York,Spanish,Greater than or equal to 7
51245,0.04,5.52,New York,Spanish,Greater than or equal to 7
51248,0.09,4.96,New York,Spanish,Greater than or equal to 7
51249,0.12,6.71,Houston,Mandarin,Greater than or equal to 7
51250,0.08,5.75,Houston,German,Greater than or equal to 7
51256,0.13,6.21,New York,English,Greater than or equal to 7
51259,0.14,2.9,Chicago,French,Greater than or equal to 7
51260,0.09,7.75,Houston,Mandarin,Greater than or equal to 7
51261,0.01,4.97,Chicago,French,Greater than or equal to 7
51269,0.07,3.69,Houston,Spanish,Greater than or equal to 7
51274,0.13,4.38,Houston,Spanish,Greater than or equal to 7
51276,0.14,6.71,Miami,Mandarin,Greater than or equal to 7
51278,0.09,7.63,New York,Spanish,Greater than or equal to 7
51280,0.04,2.22,Miami,Mandarin,Greater than or equal to 7
51282,0.12,5.61,Chicago,English,Greater than or equal to 7
51285,0.06,7.38,Chicago,English,Greater than or equal to 7
51287,0.03,7.56,Miami,German,Greater than or equal to 7
51288,0.14,6.81,Houston,Spanish,Greater than or equal to 7
51289,0.09,3.74,Los Angeles,Mandarin,Greater than or equal to 7
51291,0.08,2.29,Chicago,English,Greater than or equal to 7
51293,0.07,7.49,Chicago,German,Greater than or equal to 7
51294,0.1,7.52,Los Angeles,German,Greater than or equal to 7
51299,0.14,5.18,Los Angeles,German,Greater than or equal to 7
51309,0.12,6.04,Chicago,Spanish,Greater than or equal to 7
51310,0.06,2.1,Los Angeles,English,Greater than or equal to 7
51311,0.14,3.87,Los Angeles,Mandarin,Greater than or equal to 7
51312,0.12,6.84,Los Angeles,French,Greater than or equal to 7
51313,0.03,3.35,New York,Mandarin,Greater than or equal to 7
51314,0.04,7.62,Houston,German,Greater than or equal to 7
51315,0.14,4.07,Los Angeles,Mandarin,Greater than or equal to 7
51316,0.13,3.87,Houston,English,Greater than or equal to 7
51318,0.13,2.08,Houston,German,Greater than or equal to 7
51320,0.07,6.45,New York,French,Greater than or equal to 7
51321,0.09,7.45,Chicago,German,Greater than or equal to 7
51323,0.12,2.51,Miami,English,Greater than or equal to 7
51327,0.09,3.2,New York,French,Greater than or equal to 7
51329,0.12,4.14,Chicago,German,Greater than or equal to 7
51332,0.14,5.88,Chicago,Spanish,Greater than or equal to 7
51334,0.07,7.19,New York,Mandarin,Greater than or equal to 7
51336,0.11,2.61,Los Angeles,English,Greater than or equal to 7
51340,0.12,7.69,New York,Mandarin,Greater than or equal to 7
51342,0.06,3.47,Chicago,Spanish,Greater than or equal to 7
51348,0.01,6.82,Miami,French,Greater than or equal to 7
51356,0.12,7.55,New York,French,Greater than or equal to 7
51357,0.08,5.69,New York,English,Greater than or equal to 7
51361,0.11,4.48,Los Angeles,English,Greater than or equal to 7
51362,0.05,2.68,New York,English,Greater than or equal to 7
51364,0.07,6.22,Chicago,French,Greater than or equal to 7
51367,0.07,3.45,Houston,French,Greater than or equal to 7
51369,0.14,6.73,Los Angeles,English,Greater than or equal to 7
51371,0.11,6.64,New York,Mandarin,Greater than or equal to 7
51373,0.02,7.27,Chicago,French,Greater than or equal to 7
51374,0.02,7.58,Chicago,French,Greater than or equal to 7
51378,0.06,5.83,Chicago,Mandarin,Greater than or equal to 7
51381,0.08,2.98,New York,Mandarin,Greater than or equal to 7
51383,0.05,7.43,New York,French,Greater than or equal to 7
51386,0.06,7.92,Los Angeles,Spanish,Greater than or equal to 7
51387,0.07,2.49,Miami,Mandarin,Greater than or equal to 7
51389,0.13,7.38,Los Angeles,German,Greater than or equal to 7
51390,0.1,3.79,Miami,Mandarin,Greater than or equal to 7
51391,0.11,4.52,Houston,Spanish,Greater than or equal to 7
51392,0.1,7.18,Houston,Mandarin,Greater than or equal to 7
51396,0.03,6.12,Chicago,Spanish,Greater than or equal to 7
51398,0.07,6.32,Chicago,Mandarin,Greater than or equal to 7
51400,0.15,6.64,Miami,Spanish,Greater than or equal to 7
51408,0.07,2.64,Houston,Mandarin,Greater than or equal to 7
51410,0.14,4.11,Miami,Spanish,Greater than or equal to 7
51411,0.03,7.48,Miami,Spanish,Greater than or equal to 7
51412,0.13,4.1,New York,Spanish,Greater than or equal to 7
51413,0.12,5.6,Houston,Spanish,Greater than or equal to 7
51414,0.11,5.27,Houston,French,Greater than or equal to 7
51415,0.03,6.36,New York,Spanish,Greater than or equal to 7
51416,0.1,6.88,Miami,Mandarin,Greater than or equal to 7
51418,0.07,2.04,Houston,Spanish,Greater than or equal to 7
51419,0.1,3.39,Houston,English,Greater than or equal to 7
51422,0.04,4.58,Chicago,Mandarin,Greater than or equal to 7
51424,0.05,7.4,Houston,English,Greater than or equal to 7
51426,0.09,6.89,Miami,Spanish,Greater than or equal to 7
51427,0.13,3.48,Houston,German,Greater than or equal to 7
51431,0.15,4.62,Houston,French,Greater than or equal to 7
51435,0.09,5.75,Los Angeles,Mandarin,Greater than or equal to 7
51436,0.09,4.29,Miami,Mandarin,Greater than or equal to 7
51437,0.1,5.31,Miami,German,Greater than or equal to 7
51438,0.14,6.51,Houston,French,Greater than or equal to 7
51439,0.05,6.79,Chicago,Mandarin,Greater than or equal to 7
51440,0.11,5.33,New York,French,Greater than or equal to 7
51448,0.03,7.97,Houston,English,Greater than or equal to 7
51451,0.03,7.99,Chicago,Mandarin,Greater than or equal to 7
